"hgnc_symbol"	"mim_morbid_accession"
"STX3"	NA
"SYNCRIP"	NA
"SUPT7L"	NA
"TCTEX1D1"	NA
"TAS2R4"	NA
"STX5"	NA
"TAS2R3"	NA
"TENM1"	NA
"STK3"	NA
"STXBP3"	NA
"STOML2"	NA
"SUMF1"	272200
"STX19"	NA
"TAF1"	314250
"TAF1"	300966
"TAF7"	NA
"SYN3"	NA
"SUMO3"	NA
"TAS2R5"	NA
"SVOP"	NA
"STMN1"	NA
"TCN1"	NA
"TDH"	NA
"STK4"	614868
"TAOK1"	NA
"TAS2R38"	171200
"SYNJ2"	NA
"TBC1D15"	NA
"TERF2IP"	NA
"TAF7L"	NA
"TBC1D17"	NA
"TBC1D9"	NA
"TCAP"	607487
"TCAP"	601954
"TAF13"	617432
"TCP10L"	NA
"SYT2"	616040
"SUV39H1"	NA
"TERC"	NA
"TBC1D4"	616087
"SYT13"	NA
"SULT1B1"	NA
"SULT1E1"	NA
"SULT2A1"	NA
"SZRD1"	NA
"TDRD7"	613887
"TAF5L"	NA
"STX1A"	NA
"SV2B"	NA
"SYNPR"	NA
"SYCE3"	NA
"TAC4"	NA
"TATDN1"	NA
"SYPL2"	NA
"TEPSIN"	NA
"SYN2"	181500
"TBATA"	NA
"TARBP1"	NA
"TBC1D2B"	NA
"STX16"	603233
"TBCE"	617207
"TBCE"	244460
"TBCE"	241410
"TCHP"	NA
"SYNJ1"	617389
"SYNJ1"	615530
"TAF6"	617126
"SYS1"	NA
"TCTEX1D4"	NA
"SUMO2"	NA
"SYDE2"	NA
"TBRG1"	NA
"SYNPO2"	NA
"TCTEX1D2"	617405
"TAF10"	NA
"SULF1"	NA
"STOM"	185000
"TDRD9"	NA
"STX12"	NA
"SUN1"	NA
"SURF6"	NA
"TACSTD2"	204870
"SUCLG1"	245400
"TACC2"	NA
"TESK1"	NA
"TANC2"	NA
"STX2"	NA
"SULT1C3"	NA
"STON2"	NA
"TEP1"	NA
"TCTN3"	614815
"TCTN3"	258860
"SULT1C2"	NA
"SYT5"	NA
"TEFM"	NA
"TESK2"	NA
"SUN5"	617187
"TCTN2"	616654
"TCTN2"	613885
"STT3B"	615597
"SV2A"	NA
"TANK"	NA
"SYT1"	NA
"STX8"	NA
"SULT1C4"	NA
"TCOF1"	154500
"TES"	NA
"TECPR2"	615031
"TCTN1"	614173
"TARS2"	615918
"SYTL3"	NA
"TENM4"	616736
"TBL1XR1"	616944
"TBL1XR1"	602342
"TBX5"	142900
"TBX3"	181450
"TCP11L1"	NA
"TCIRG1"	259700
"STK25"	NA
"TAT"	276600
"SYT6"	NA
"SYNE1"	612998
"SYNE1"	610743
"TBXAS1"	614158
"TBXAS1"	231095
"SURF1"	616684
"SURF1"	256000
"SURF2"	NA
"TAGAP"	NA
"SUCLG2"	NA
"STRIP2"	NA
"TAL1"	613065
"SYNDIG1L"	NA
"TATDN2"	NA
"TBC1D23"	617695
"TBR1"	NA
"SUMF2"	NA
"SURF4"	NA
"TBC1D9B"	NA
"TEC"	NA
"STRA8"	NA
"SUOX"	272300
"SYCN"	NA
"TCL1B"	NA
"TCL6"	NA
"SYCP1"	NA
"TCL1A"	NA
"TEF"	NA
"TAF12"	NA
"TBK1"	617900
"TBK1"	616439
"TEAD4"	NA
"TDRKH"	NA
"TBX15"	260660
"STRN"	NA
"TCEA3"	NA
"TCHHL1"	NA
"TCHH"	617252
"TARBP2"	NA
"SZT2"	615476
"TBC1D30"	NA
"SYCP3"	270960
"SYT10"	NA
"TCEANC2"	NA
"TESC"	NA
"TDRD10"	NA
"TAOK3"	NA
"TENM3"	615145
"SUDS3"	NA
"SUCNR1"	NA
"TDG"	NA
"SYTL1"	NA
"SYT11"	NA
"TCP11L2"	NA
"TMEM245"	NA
"TMEM189-UBE2V1"	NA
"TMEM128"	NA
"TMEM189"	NA
"TET1"	NA
"TFAP2A"	113620
"TEX19"	NA
"TFEB"	NA
"THUMPD1"	NA
"TM6SF2"	NA
"TMEM31"	NA
"THEMIS"	NA
"TIGAR"	NA
"TEX10"	NA
"THOC1"	NA
"TMBIM1"	NA
"TMEM186"	NA
"TMEM216"	608091
"TMEM216"	603194
"TMEM70"	614052
"THAP1"	602629
"TMEM214"	NA
"THNSL2"	NA
"TEX13B"	NA
"TMEM97"	NA
"TIMM22"	NA
"TEX37"	NA
"TGFA"	NA
"TMEM255B"	NA
"TMEM127"	171300
"THAP8"	NA
"THUMPD3"	NA
"TMSB4XP6"	NA
"TMC4"	NA
"TMEM130"	NA
"TK2"	617069
"TK2"	609560
"TMEM237"	614424
"TFAM"	617156
"TEX13A"	NA
"TNFAIP1"	NA
"THSD7B"	NA
"TMEM17"	NA
"TFPT"	NA
"TNFRSF18"	NA
"TMEM14C"	NA
"TMEM200A"	NA
"TLDC2"	NA
"TMEM86B"	NA
"TMEM147"	NA
"TNFRSF4"	615593
"TMEM129"	NA
"TNFRSF19"	NA
"TLR10"	NA
"TMEM236"	NA
"TFAP2C"	NA
"TMEM14B"	NA
"TMED1"	NA
"TMEM246"	NA
"TMLHE"	300872
"TMEM30A"	NA
"TMEM208"	NA
"THBS1"	NA
"TLR6"	NA
"TLR1"	613223
"TMEM179"	NA
"TLX1"	NA
"TGFB1I1"	NA
"TEX261"	NA
"TMEM30B"	NA
"TMEM199"	616829
"TMEM74"	NA
"TFPI2"	NA
"TEX101"	NA
"TMEM40"	NA
"TLR9"	NA
"TIMM50"	617698
"TNFAIP8L3"	NA
"TMEM220"	NA
"THEG"	NA
"THG1L"	NA
"TMEM171"	NA
"TMEM174"	NA
"TLR7"	NA
"TLR8"	NA
"TNF"	611162
"TNF"	600807
"TNF"	157300
"TMEM100"	NA
"TLN1"	NA
"TLK1"	NA
"TIAM2"	NA
"TMEM11"	NA
"TMEM101"	NA
"TMSB4X"	NA
"TMEM45B"	NA
"TNFRSF25"	NA
"TFB1M"	NA
"TMA7"	NA
"TLCD1"	NA
"TIMP2"	NA
"TM9SF2"	NA
"TMEM71"	NA
"TLE4"	NA
"TMEM63B"	NA
"TIMP1"	NA
"TMEM150B"	NA
"TMEM159"	NA
"TNFRSF6B"	NA
"TMEM184B"	NA
"TIGD5"	NA
"TIAL1"	NA
"THY1"	NA
"TJAP1"	NA
"TMUB2"	NA
"TEX14"	617707
"TMEM132A"	NA
"TMEM109"	NA
"TEX11"	309120
"TM4SF20"	615432
"TJP1"	NA
"TMEM8A"	NA
"THAP11"	NA
"TMEM38B"	615066
"TIMM13"	NA
"TMEM258"	NA
"TG"	608175
"TG"	274700
"TM9SF1"	NA
"TLE1"	NA
"TMEM190"	NA
"TIMM10"	NA
"TLX3"	NA
"TMEM238"	NA
"TLCD2"	NA
"TJP3"	NA
"TIMM9"	NA
"TMEM150A"	NA
"TMX3"	NA
"TMEM177"	NA
"TGS1"	NA
"TMEM161A"	NA
"TMEM8B"	NA
"TGM3"	617251
"TMEM51"	NA
"TIMM21"	NA
"TIMM8B"	NA
"TNFAIP8"	NA
"TMEM173"	615934
"TEX12"	NA
"TMOD2"	NA
"TMEM255A"	NA
"TLDC1"	NA
"TM9SF4"	NA
"TNFRSF14"	NA
"TMC6"	226400
"TMC8"	226400
"TMEM218"	NA
"TNFRSF11A"	612301
"TNFRSF11A"	602080
"TNFRSF11A"	174810
"TIRAP"	614382
"TIRAP"	611162
"TIRAP"	610799
"TIRAP"	607948
"TMPRSS15"	226200
"TGM6"	613908
"TMEM72"	NA
"TMX1"	NA
"THBS2"	603932
"TMEM232"	NA
"TMEM219"	NA
"TMEFF2"	NA
"TLL2"	NA
"TFE3"	300854
"TMEM67"	615991
"TMEM67"	613550
"TMEM67"	610688
"TMEM67"	607361
"TMEM67"	216360
"TMEM67"	209900
"TMEM26"	NA
"TLN2"	NA
"TMEM243"	NA
"TINF2"	613990
"TINF2"	268130
"TINF2"	127550
"TMPRSS13"	NA
"TFIP11"	NA
"TMEM86A"	NA
"TMEM95"	NA
"THAP3"	NA
"TMEM256-PLSCR3"	NA
"TMEM256"	NA
"TNFRSF17"	NA
"TET3"	NA
"THAP7"	NA
"TGM2"	NA
"TMX2"	NA
"THOP1"	NA
"TMEM98"	615972
"TIGD1"	NA
"TEX9"	NA
"TFF3"	NA
"TMC7"	NA
"TLX2"	NA
"TGM1"	242300
"TMEM120A"	NA
"TMEM60"	NA
"TFF2"	NA
"THOC5"	NA
"TMEM115"	NA
"TMOD3"	NA
"TMPRSS4"	NA
"TFF1"	NA
"TMPRSS2"	NA
"TMED10"	NA
"TFDP3"	NA
"TIGD7"	NA
"TK1"	NA
"TMEM126B"	252010
"TGFB1"	219700
"TGFB1"	131300
"TMEM150C"	NA
"TMEM91"	NA
"TMEM25"	NA
"TMEM106C"	NA
"TMEM126A"	612989
"TMPRSS11E"	NA
"TMTC1"	NA
"TMPRSS3"	NA
"TMEM241"	NA
"TMEM79"	NA
"TMEM229A"	NA
"TLE6"	616814
"TMEM33"	NA
"TIPIN"	NA
"TNFRSF9"	NA
"TFAP2E"	NA
"THOC3"	NA
"TKTL1"	NA
"TGFB3"	615582
"TGFB3"	107970
"TEX28"	NA
"TMED3"	NA
"TMCO6"	NA
"TINAG"	NA
"THRB"	274300
"THRB"	188570
"THRB"	145650
"TEX2"	NA
"TKFC"	NA
"TEX33"	NA
"TFR2"	604250
"TLE2"	NA
"TET2"	614286
"TMEM59L"	NA
"TH"	605407
"TMIGD2"	NA
"TGFBR1"	132800
"TMED7"	NA
"TICAM2"	NA
"TMED7-TICAM2"	NA
"TLE3"	NA
"TMED9"	NA
"TIMM44"	NA
"TMPRSS11F"	NA
"TMPRSS11A"	NA
"TMPRSS11D"	NA
"TMEM235"	NA
"TMEM139"	NA
"TMEM82"	NA
"TMEM160"	NA
"TGIF2LY"	NA
"TMEM136"	NA
"TMSB4XP2"	NA
"TMEM54"	NA
"TIFAB"	NA
"TFCP2L1"	NA
"TGIF1"	142946
"TMEM178A"	NA
"TMEM104"	NA
"TIMELESS"	NA
"TIGIT"	NA
"TMEM41A"	NA
"TIMM23"	NA
"TMEM88"	NA
"TFPI"	NA
"TMEM184A"	NA
"TMEM230"	NA
"TMEM107"	617563
"TMEM107"	617562
"THAP12"	NA
"TIA1"	604454
"TMEM182"	NA
"TIAM1"	NA
"TMEM43"	614302
"TMEM43"	604400
"TNFRSF1A"	614810
"TNFRSF1A"	142680
"TMEM223"	NA
"TMEM206"	NA
"TMSB4Y"	NA
"TMPRSS6"	206200
"TM2D3"	NA
"THADA"	NA
"TMEM176A"	NA
"TMEM176B"	NA
"TICAM1"	614850
"TMEM239"	NA
"TMC5"	NA
"THSD7A"	NA
"THSD1"	NA
"TNFAIP6"	NA
"TMCC1"	NA
"TGIF2LX"	NA
"TMEM242"	NA
"TMEM268"	NA
"TMPRSS11B"	NA
"TGFBRAP1"	NA
"TMEM204"	NA
"THOC2"	300957
"TM2D2"	NA
"TFAP2D"	NA
"TIMM23B"	NA
"TMSB10"	NA
"TMEM106B"	NA
"TFAP2B"	617035
"TFAP2B"	169100
"TMEM88B"	NA
"TGFB2"	614816
"TIAF1"	NA
"THRAP3"	NA
"TGFBI"	608471
"TGFBI"	608470
"TGFBI"	607541
"TGFBI"	602082
"TGFBI"	122200
"TGFBI"	121900
"TGFBI"	121820
"TNC"	615629
"TMEM120B"	NA
"TLR5"	615557
"TLR5"	608556
"TLR5"	601744
"TMIE"	600971
"TEX26"	NA
"TIMMDC1"	252010
"TMEM134"	NA
"TMEM50A"	NA
"TMEM39B"	NA
"TMEM47"	NA
"TMEM175"	NA
"TMEM267"	NA
"TMCO1"	NA
"TMEM248"	NA
"TEX264"	NA
"THUMPD2"	NA
"TGOLN2"	NA
"TM4SF5"	NA
"THAP2"	NA
"TMEM19"	NA
"TMEM35B"	NA
"TMEM119"	NA
"TMEM231"	615397
"TMEM231"	614970
"TIPRL"	NA
"TMEM35A"	NA
"TMEM262"	NA
"TM7SF2"	NA
"TNFAIP3"	616744
"TINCR"	NA
"TMEM234"	NA
"TGIF2"	NA
"TMEM9"	NA
"TFB2M"	NA
"TFAP4"	NA
"THTPA"	NA
"TIMP3"	136900
"TMIGD1"	NA
"TEX36"	NA
"TIGD3"	NA
"TMBIM6"	NA
"TMCO5A"	NA
"TIMM17A"	NA
"TMEM252"	NA
"THAP6"	NA
"TMEM200B"	NA
"TIMM10B"	NA
"THAP10"	NA
"TIMM8A"	304700
"TMEM167B"	NA
"TNFRSF21"	NA
"TMEM207"	NA
"TMEM123"	NA
"TNFRSF13B"	609529
"TNFRSF13B"	240500
"TMUB1"	NA
"TMEM183A"	NA
"TMEM165"	614727
"THAP5"	NA
"TMEM225"	NA
"TMEM253"	NA
"TLR4"	611488
"TEX43"	NA
"THAP4"	NA
"TEX30"	NA
"TEX35"	NA
"TJP2"	615878
"TJP2"	607748
"TKT"	617044
"TMEM168"	NA
"TMEM53"	NA
"TMEM203"	NA
"TMOD1"	NA
"THOC7"	NA
"TLK2"	NA
"TMBIM4"	NA
"TMEM81"	NA
"THSD4"	NA
"TMCC2"	NA
"TIMP4"	NA
"THBS4"	NA
"TEX15"	NA
"TFCP2"	NA
"TNFAIP8L1"	NA
"TMEM61"	NA
"TMED8"	NA
"THRSP"	NA
"TMEM132B"	NA
"TFRC"	616740
"TNFRSF8"	NA
"TMEM108"	NA
"TMEM14A"	NA
"TNFRSF1B"	NA
"TKTL2"	NA
"TMA16"	NA
"TM4SF19"	NA
"TMCC3"	NA
"TGFBR2"	614331
"TGFBR2"	610168
"TGFBR2"	133239
"TMEM69"	NA
"TMEM132C"	NA
"TF"	209300
"TMEM132D"	NA
"TLL1"	613087
"TMEM44"	NA
"TMEM213"	NA
"TIFA"	NA
"THBD"	614486
"THBD"	612926
"TMED2"	NA
"THEMIS2"	NA
"TMEM212"	NA
"TMEM247"	NA
"TICRR"	NA
"TNFRSF13C"	613494
"TNFRSF13C"	240500
"TMEM201"	NA
"TIGD4"	NA
"TNFRSF11B"	239000
"TMEM184C"	NA
"TNFSF10"	NA
"TMSB4XP1"	NA
"TFEC"	NA
"TLR2"	607948
"TLR2"	246300
"TMEM202"	NA
"TNFRSF10B"	275355
"THRA"	614450
"TGFBR3"	NA
"TMEM62"	NA
"TMCO3"	NA
"TFDP1"	NA
"TMPRSS12"	NA
"TESPA1"	NA
"TIMM17B"	NA
"TMEM140"	NA
"TINAGL1"	NA
"TMEM37"	NA
"TMEM125"	NA
"TNFAIP8L2"	NA
"TMOD4"	NA
"TNFRSF12A"	NA
"TMF1"	NA
"TNFAIP2"	NA
"TM6SF1"	NA
"TGM5"	609796
"TMTC3"	617255
"TM4SF18"	NA
"TMEM9B"	NA
"TM4SF1"	NA
"TIE1"	NA
"THOC6"	613680
"TMPO"	NA
"TM4SF4"	NA
"TFG"	615658
"TFG"	604484
"TGM7"	NA
"TMEM209"	NA
"THEM5"	NA
"THEM4"	NA
"TMEM59"	NA
"TFDP2"	NA
"TNFRSF10C"	NA
"THPO"	187950
"TNFRSF10D"	NA
"TNFRSF10A"	NA
"TMCO2"	NA
"TIPARP"	NA
"TMEM106A"	NA
"TM2D1"	NA
"TMED5"	NA
"TIMD4"	NA
"TMEM233"	NA
"THYN1"	NA
"TMEM169"	NA
"TLR3"	609423
"TMEM222"	NA
"THBS3"	NA
"TRPV5"	NA
"TSPYL4"	NA
"TSPYL1"	608800
"TUBB8"	616780
"TRIM71"	NA
"TSLP"	NA
"TRIOBP"	609823
"TSSC4"	NA
"TRMT11"	NA
"TRAK2"	NA
"TSC22D3"	NA
"TRPC7"	NA
"TRUB1"	NA
"TOP3B"	NA
"TSSK2"	NA
"TRIM69"	NA
"TTC34"	NA
"TRMT61B"	NA
"TRIO"	617061
"TTC32"	NA
"TRAPPC12"	617669
"TUBGCP3"	NA
"TULP3"	NA
"TRPM5"	NA
"TRMT5"	616539
"TSPAN14"	NA
"TRAPPC3L"	NA
"TUBAL3"	NA
"TRPM7"	105500
"TOMM6"	NA
"TOLLIP"	NA
"TRAPPC9"	613192
"TRPC2"	NA
"TSPY4"	NA
"TTLL3"	NA
"TRIM72"	NA
"TSPY8"	NA
"TSHZ3"	NA
"TNIP2"	NA
"TSPAN7"	300210
"TSPY3"	NA
"TTLL10"	NA
"TTL"	NA
"TUBGCP5"	NA
"TSPY1"	NA
"TRIM35"	NA
"TOMM7"	NA
"TUBA3C"	NA
"TRIM38"	NA
"TRIM31"	NA
"TNPO1"	NA
"TSPY6P"	NA
"TRIM40"	NA
"TSPY10"	NA
"TSEN34"	612390
"TOX"	NA
"TRIM27"	NA
"TOM1L1"	NA
"TPTE2"	NA
"TRMO"	NA
"TNKS1BP1"	NA
"TRIM10"	NA
"TNRC6A"	NA
"TRRAP"	NA
"TTC39C"	NA
"TRIM15"	NA
"TP53AIP1"	NA
"TPM2"	609285
"TPM2"	601680
"TPM2"	255310
"TPM2"	108120
"TNXB"	615963
"TNXB"	606408
"TP53TG3D"	NA
"TSSK6"	NA
"TRIM26"	NA
"TOPORS"	609923
"TRHR"	NA
"TOP1MT"	NA
"TPCN2"	612267
"TRIM39"	NA
"TPD52L3"	NA
"TPTE"	NA
"TRPT1"	NA
"TNFSF11"	259710
"TPX2"	NA
"TRPC4"	NA
"TRIP11"	200600
"TRERF1"	NA
"TTR"	145680
"TTR"	115430
"TTR"	105210
"TNP2"	NA
"TRIL"	NA
"TSPAN17"	NA
"TP53TG3"	NA
"TTC19"	615157
"TRAF2"	NA
"TSPYL6"	NA
"TSPOAP1"	NA
"TPGS1"	NA
"TOR1B"	NA
"TRIM13"	NA
"TPPP"	NA
"TUBA4A"	616208
"TP73"	NA
"TPI1"	615512
"TRPC5"	NA
"TNNC2"	NA
"TTF1"	NA
"TOR1A"	128100
"TTLL9"	NA
"TRAPPC8"	NA
"TRIP13"	617598
"TTC30B"	NA
"TPO"	274500
"TUBA1B"	NA
"TRMT112"	NA
"TRPM4"	604559
"TPMT"	610460
"TSTA3"	NA
"TOP2A"	NA
"TSGA10IP"	NA
"TREX1"	610448
"TREX1"	225750
"TREX1"	192315
"TREX1"	152700
"TPRKB"	617731
"TUBA1A"	611603
"TRA2A"	NA
"TUBA1C"	NA
"TRIM25"	NA
"TRAPPC2"	313400
"TRIQK"	NA
"TSG101"	114480
"TNS4"	NA
"TRPV3"	616400
"TRPV3"	614594
"TREX2"	NA
"TULP2"	NA
"TRAF4"	NA
"TP53TG3C"	NA
"TSNAXIP1"	NA
"TTK"	NA
"TTC30A"	NA
"TUBB"	615771
"TUBB"	156610
"TPSB2"	NA
"TPSG1"	NA
"TSKS"	NA
"TNNI2"	601680
"TP53TG3B"	NA
"TP53I3"	NA
"TSSK4"	NA
"TRIM73"	NA
"TTC21A"	NA
"TTC25"	617092
"TRAPPC2L"	NA
"TPM4"	NA
"TRIB2"	NA
"TNNT3"	601680
"TSC2"	613254
"TSC2"	607341
"TSC2"	606690
"TRIM49B"	NA
"TRAPPC5"	NA
"TRAM1"	NA
"TTC1"	NA
"TUBA3E"	NA
"TRIM16"	NA
"TUBA8"	613180
"TSHZ2"	NA
"TSC1"	607341
"TSC1"	606690
"TSC1"	191100
"TUBB1"	613112
"TPPP3"	NA
"TRPV1"	NA
"TNP1"	NA
"TPSAB1"	NA
"TUBB6"	617732
"TNFSF13"	NA
"TNFSF12-TNFSF13"	NA
"TNFSF12"	NA
"TNRC6C"	NA
"TUSC2"	NA
"TUBG1"	615412
"TRIM9"	NA
"TPD52"	NA
"TP53INP2"	NA
"TOP2B"	NA
"TRIM21"	NA
"TOP1"	NA
"TPSD1"	NA
"TRIM28"	NA
"TP53"	614740
"TP53"	607107
"TP53"	260500
"TP53"	260350
"TP53"	259500
"TP53"	202300
"TP53"	151623
"TP53"	137800
"TP53"	114550
"TP53"	114500
"TP53"	114480
"TUBG2"	NA
"TUBB3"	614039
"TUBB3"	600638
"TSSK1B"	NA
"TRUB2"	NA
"TTC12"	NA
"TRIM8"	NA
"TNK1"	NA
"TSR3"	NA
"TSGA10"	NA
"TTI1"	NA
"TRPA1"	615040
"TSC22D4"	NA
"TRIP12"	617752
"TRAP1"	NA
"TRIM44"	617142
"TSC22D1"	NA
"TSPAN4"	NA
"TRIM74"	NA
"TRIM48"	NA
"TNIP1"	NA
"TTC23L"	NA
"TNS3"	NA
"TTC21B"	613820
"TTC21B"	613819
"TRIP4"	617066
"TRIP4"	616866
"TPD52L2"	NA
"TNS1"	NA
"TTC36"	NA
"TRIM29"	NA
"TRIM7"	NA
"TRAPPC13"	NA
"TRIM23"	NA
"TRAF6"	NA
"TRIB3"	NA
"TTYH2"	NA
"TOP3A"	NA
"TTPA"	277460
"TRAPPC10"	NA
"TUBB2A"	615763
"TTC6"	NA
"TPT1"	NA
"TSACC"	NA
"TRIM36"	206500
"TPM1"	611878
"TPM1"	115196
"TRIM51"	NA
"TTLL5"	615860
"TUBB2B"	610031
"TRIM41"	NA
"TSHZ1"	607842
"TSPAN16"	NA
"TOM1L2"	NA
"TTC39B"	NA
"TSPO"	NA
"TRPV2"	NA
"TP53RK"	617730
"TRMT1"	NA
"TRPV6"	NA
"TTLL12"	NA
"TST"	NA
"TSPAN15"	NA
"TOMM40"	NA
"TOR3A"	NA
"TTC8"	615985
"TTC8"	613464
"TRAT1"	NA
"TPBG"	NA
"TRMT13"	NA
"TTC16"	NA
"TOR2A"	NA
"TRIM50"	NA
"TTC28"	NA
"TNKS2"	NA
"TOPAZ1"	NA
"TRIM68"	NA
"TP53INP1"	NA
"TNNC1"	613243
"TNNC1"	611879
"TUBGCP2"	NA
"TREML1"	NA
"TRIM52"	NA
"TTLL4"	NA
"TPRXL"	NA
"TNS2"	NA
"TREM2"	221770
"TOR1AIP2"	NA
"TOR1AIP1"	617072
"TOX2"	NA
"TROAP"	NA
"TREML2"	NA
"TTC9C"	NA
"TREM1"	NA
"TNKS"	NA
"TRIM47"	NA
"TTC9B"	NA
"TUB"	616188
"TRAF5"	NA
"TRIM65"	NA
"TTC33"	NA
"TPST1"	NA
"TUSC3"	611093
"TSTD1"	NA
"TRIM43"	NA
"TSR1"	NA
"TSPY2"	NA
"TRAPPC3"	NA
"TRIM62"	NA
"TSN"	NA
"TRA2B"	NA
"TSPAN32"	NA
"TSEN15"	617026
"TRDMT1"	NA
"TRGC1"	NA
"TRAPPC2B"	NA
"TRIM54"	NA
"TRMT1L"	NA
"TOMM40L"	NA
"TPR"	NA
"TRH"	275120
"TNMD"	NA
"TSPAN6"	NA
"TRIM6"	NA
"TRPC6"	603965
"TRNT1"	616959
"TRNT1"	616084
"TRIM5"	NA
"TNFSF15"	NA
"TRIM22"	NA
"TOMM22"	NA
"TRIM34"	NA
"TNFSF8"	NA
"TROVE2"	NA
"TRMT10C"	616974
"TONSL"	NA
"TRAF3IP2"	615527
"TRAF3IP2"	614070
"TRIM16L"	NA
"TPP2"	NA
"TRAF1"	NA
"TP53BP2"	NA
"TNPO2"	NA
"TSPAN8"	NA
"TOX3"	NA
"TRAPPC6B"	617862
"TTC23"	NA
"TRIM37"	253250
"TREH"	612119
"TSKU"	NA
"TPK1"	614458
"TRMT2B"	NA
"TRPM3"	NA
"TRAF7"	NA
"TRAPPC6A"	NA
"TPRG1"	NA
"TNNT2"	612422
"TNNT2"	601494
"TNNT2"	115195
"TP63"	605289
"TP63"	604292
"TP63"	603543
"TP63"	129400
"TP63"	106260
"TP63"	103285
"TSPAN5"	NA
"TRIM55"	NA
"TRDN"	615441
"TRDN"	604772
"TP53I11"	NA
"TTYH3"	NA
"TRMT6"	NA
"TNNI1"	NA
"TSPAN18"	NA
"TRIM3"	NA
"TRPM2"	NA
"TRIM58"	NA
"TNFSF18"	NA
"TNFSF4"	608446
"TRIM32"	615988
"TRIM32"	254110
"TRAPPC1"	NA
"TTC37"	222470
"TPH2"	613003
"TPH2"	608516
"TRPS1"	190351
"TRPS1"	190350
"TRIM63"	NA
"TP53I13"	NA
"TUBB4A"	NA
"TPGS2"	NA
"TSPAN31"	NA
"TRIM4"	NA
"TNFSF9"	NA
"TNN"	NA
"TNR"	NA
"TTN"	613765
"TTN"	611705
"TTN"	608807
"TTN"	604145
"TTN"	603689
"TTN"	600334
"TSPAN11"	NA
"TUFM"	610678
"TNRC6B"	NA
"TTC5"	NA
"TRIM11"	NA
"TRIM17"	NA
"TPRX1"	NA
"TSSK3"	NA
"TRAF3IP1"	616629
"TPD52L1"	NA
"TRIP6"	NA
"TSFM"	610505
"TRIM67"	NA
"TRAM1L1"	NA
"TPRN"	613307
"TRMT12"	NA
"TSTD2"	NA
"TNNI3K"	616117
"TSNAX"	NA
"TRADD"	NA
"TRPV4"	617383
"TRPV4"	613508
"TRPV4"	606835
"TRPV4"	606071
"TRPV4"	600175
"TRPV4"	184252
"TRPV4"	184095
"TRPV4"	181405
"TRPV4"	168400
"TRPV4"	156530
"TRPV4"	113500
"TRABD"	NA
"TTC22"	NA
"TPBGL"	NA
"TOX4"	NA
"TNFSF14"	NA
"TRIM24"	NA
"TRPM1"	613216
"TUBB4B"	617879
"TRMT10A"	616033
"TRANK1"	NA
"TOMM20"	NA
"TOB1"	NA
"TUBGCP6"	251270
"TNK2"	NA
"TSPYL2"	NA
"TTLL6"	NA
"TRMT2A"	NA
"TOM1"	NA
"TTC3"	NA
"TPP1"	204500
"TRAPPC11"	615356
"TTC27"	NA
"TRPM8"	NA
"TP53TG5"	NA
"TRAFD1"	NA
"TRPC1"	NA
"TSHR"	609152
"TSHR"	603373
"TSHR"	275200
"TNIK"	617028
"TNPO3"	NA
"TRAK1"	NA
"TOMM34"	NA
"TTC14"	NA
"TRAIP"	616777
"TRIM61"	NA
"TOPBP1"	NA
"TRIM60"	NA
"TRPC4AP"	NA
"TRIM56"	NA
"TTBK2"	604432
"TSPAN1"	NA
"TUBA3D"	617928
"TNNT1"	605355
"TRAF3IP3"	NA
"TSPAN13"	NA
"TRIM49"	NA
"TNFSF13B"	NA
"TNIP3"	NA
"TRAPPC4"	NA
"TRIM64B"	NA
"TNNI3"	613690
"TNNI3"	613286
"TNNI3"	611880
"TNNI3"	115210
"TOE1"	614969
"TRIM49D1"	NA
"TRIM2"	615490
"TPRA1"	NA
"TRIM49D2"	NA
"TTC26"	NA
"TPCN1"	NA
"TRIM64"	NA
"TRIM49C"	NA
"TTI2"	615541
"TRIP10"	NA
"TRAF3"	614849
"TTC38"	NA
"TSR2"	300946
"TSPAN12"	613310
"TPH1"	NA
"TRPC3"	616410
"TRIM33"	NA
"TSEN2"	612389
"TOMM5"	NA
"TRMT10B"	NA
"TRIB1"	NA
"TRIT1"	617873
"TRIM42"	NA
"TTLL7"	NA
"TRABD2B"	NA
"TSEN54"	610204
"TSEN54"	277470
"TSEN54"	225753
"TUBD1"	NA
"TRMU"	613070
"TRMU"	580000
"TOMM70"	NA
"TSHB"	275100
"TSPAN2"	NA
"TUFT1"	NA
"TTF2"	NA
"TRIM45"	NA
"TSPAN3"	NA
"TOB2"	NA
"TSPAN9"	NA
"TTC39A"	NA
"TRO"	NA
"TPM3"	609284
"TPM3"	255310
"TP53BP1"	NA
"TUBGCP4"	616335
"TRPM6"	602014
"TTC4"	NA
"TRMT61A"	NA
"TSGA13"	NA
"TRIAP1"	NA
"TRIM46"	NA
"TTLL8"	NA
"TRIML2"	NA
"TRIML1"	NA
"TRIM59"	NA
"UBE2J1"	NA
"UPF1"	NA
"UBE2V1"	NA
"UTP18"	NA
"UBE2E3"	NA
"VEGFA"	603933
"TWIST2"	227260
"TWIST2"	209885
"TWIST2"	200110
"VILL"	NA
"UTS2R"	NA
"VDAC1"	NA
"VPS4B"	NA
"VSIG2"	NA
"UQCR10"	NA
"VCAN"	143200
"UVSSA"	614640
"URI1"	NA
"UBA1"	301830
"USP14"	NA
"UBR7"	NA
"UCN3"	NA
"VMA21"	310440
"USP49"	NA
"URGCP"	NA
